Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;SearchTextSearch;ReplaceTextSearch;TextSize;Mean;Error;StdDev;Median;Gen0;Gen1;Gen2;Allocated
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace5_1;text1_000;"1,440.237 ns";6.4478 ns;5.7158 ns;"1,438.468 ns";0.4292;0.0000;0.0000;2024 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace5_1;text5_000;"1,025.991 ns";6.2563 ns;5.5460 ns;"1,024.445 ns";2.1267;0.0000;0.0000;10024 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace5_1;text5_000;"6,844.802 ns";15.2222 ns;14.2389 ns;"6,845.145 ns";2.1210;0.0000;0.0000;10024 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace5_1;text10_000;"2,115.979 ns";19.2812 ns;18.0356 ns;"2,111.253 ns";4.2343;0.0000;0.0000;20024 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace5_1;text10_000;"13,917.241 ns";27.0545 ns;25.3068 ns;"13,915.439 ns";4.2267;0.0000;0.0000;20024 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace5_1;text50_000;"33,827.207 ns";135.0490 ns;126.3249 ns;"33,788.275 ns";31.1890;31.1890;31.1890;100035 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace5_1;text50_000;"94,859.613 ns";363.3378 ns;322.0895 ns;"94,735.107 ns";31.1279;31.1279;31.1279;100045 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text10;12.169 ns;0.0178 ns;0.0166 ns;12.171 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text10;60.809 ns;0.1491 ns;0.1322 ns;60.841 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text50;15.401 ns;0.0482 ns;0.0376 ns;15.408 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text50;92.320 ns;0.0954 ns;0.0745 ns;92.333 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text100;18.606 ns;0.0564 ns;0.0528 ns;18.601 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text100;143.280 ns;0.2427 ns;0.2027 ns;143.328 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text500;147.288 ns;1.0830 ns;1.0130 ns;147.374 ns;0.2193;0.0000;0.0000;1032 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text500;865.256 ns;1.8519 ns;1.7322 ns;865.063 ns;0.2193;0.0000;0.0000;1032 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text1_000;229.334 ns;1.8039 ns;1.5991 ns;229.617 ns;0.4318;0.0000;0.0000;2032 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text1_000;"1,438.225 ns";3.9121 ns;3.6594 ns;"1,438.412 ns";0.4311;0.0000;0.0000;2032 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text5_000;"1,138.469 ns";6.0991 ns;5.7051 ns;"1,135.390 ns";2.1362;0.0000;0.0000;10064 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text5_000;"7,043.470 ns";9.4753 ns;8.8632 ns;"7,042.004 ns";2.1362;0.0000;0.0000;10064 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text10_000;"2,116.242 ns";16.4623 ns;15.3988 ns;"2,121.012 ns";4.2534;0.0000;0.0000;20104 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text10_000;"13,945.505 ns";17.3910 ns;14.5223 ns;"13,948.900 ns";4.2419;0.0000;0.0000;20104 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text50_000;"33,515.169 ns";164.1516 ns;153.5475 ns;"33,531.470 ns";31.1890;31.1890;31.1890;100419 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace8_1;text50_000;"92,280.490 ns";272.8657 ns;227.8553 ns;"92,335.303 ns";31.1279;31.1279;31.1279;100429 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text10;11.476 ns;0.0389 ns;0.0364 ns;11.465 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text10;59.400 ns;0.3183 ns;0.2977 ns;59.494 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text50;16.246 ns;0.0256 ns;0.0227 ns;16.250 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text50;101.401 ns;0.0934 ns;0.0780 ns;101.424 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text100;17.656 ns;0.0288 ns;0.0240 ns;17.665 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text100;142.316 ns;0.0970 ns;0.0859 ns;142.298 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text500;147.138 ns;1.5970 ns;1.4938 ns;146.362 ns;0.2244;0.0000;0.0000;1056 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text500;862.251 ns;1.5614 ns;1.3842 ns;862.486 ns;0.2241;0.0000;0.0000;1056 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text1_000;230.414 ns;1.9566 ns;1.8302 ns;230.502 ns;0.4368;0.0000;0.0000;2056 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text1_000;"1,473.596 ns";3.2376 ns;2.8700 ns;"1,473.457 ns";0.4368;0.0000;0.0000;2056 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text5_000;"1,033.075 ns";4.3289 ns;3.8375 ns;"1,033.561 ns";2.1591;0.0000;0.0000;10168 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text5_000;"6,824.679 ns";20.4232 ns;19.1038 ns;"6,816.989 ns";2.1591;0.0000;0.0000;10168 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text10_000;"2,127.208 ns";9.9620 ns;8.8311 ns;"2,127.508 ns";4.2915;0.0000;0.0000;20288 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text10_000;"14,425.681 ns";31.4861 ns;29.4521 ns;"14,436.687 ns";4.2877;0.0000;0.0000;20288 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text50_000;"33,767.045 ns";127.3522 ns;119.1253 ns;"33,738.934 ns";31.1890;31.1890;31.1890;101379 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace13_1;text50_000;"92,335.437 ns";225.7330 ns;200.1064 ns;"92,392.419 ns";31.1279;31.1279;31.1279;101389 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text10;12.163 ns;0.0286 ns;0.0267 ns;12.160 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text10;57.311 ns;0.2244 ns;0.1989 ns;57.390 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text50;16.235 ns;0.0166 ns;0.0156 ns;16.237 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text50;95.649 ns;0.0648 ns;0.0606 ns;95.657 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text100;17.661 ns;0.0129 ns;0.0115 ns;17.665 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text100;142.710 ns;0.3284 ns;0.2742 ns;142.788 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text500;149.263 ns;1.1663 ns;1.0909 ns;149.232 ns;0.2310;0.0000;0.0000;1088 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text500;868.389 ns;2.6268 ns;2.1935 ns;868.705 ns;0.2308;0.0000;0.0000;1088 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text1_000;233.112 ns;0.8469 ns;0.7508 ns;233.208 ns;0.4435;0.0000;0.0000;2088 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text1_000;"1,440.174 ns";7.7942 ns;6.9094 ns;"1,435.956 ns";0.4425;0.0000;0.0000;2088 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text5_000;"1,045.931 ns";8.2518 ns;7.7187 ns;"1,045.121 ns";2.1915;0.0000;0.0000;10328 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text5_000;"6,858.543 ns";17.5417 ns;16.4085 ns;"6,852.517 ns";2.1896;0.0000;0.0000;10328 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text10_000;"2,436.780 ns";23.0180 ns;21.5310 ns;"2,440.113 ns";4.3640;0.0000;0.0000;20592 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text10_000;"14,025.741 ns";16.4975 ns;13.7762 ns;"14,022.220 ns";4.3640;0.0000;0.0000;20592 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text50_000;"34,790.079 ns";179.4012 ns;167.8120 ns;"34,844.043 ns";32.2266;32.2266;32.2266;102915 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace5_1;replace21_1;text50_000;"93,736.210 ns";237.3084 ns;198.1633 ns;"93,777.417 ns";32.2266;32.2266;32.2266;102926 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace8_1;replace1_1;text10;11.284 ns;0.0419 ns;0.0392 ns;11.294 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace8_1;replace1_1;text10;53.673 ns;0.1925 ns;0.1707 ns;53.591 ns;0.0000;0.0000;0.0000;0 B
